CustomerKey,Gender,Name,City,State Code,State,Zip Code,Country,Continent,Birthday,Age,Email
629074,Male,Ferragus L'Hiver,TOULOUSE,MP,Midi-PyrÃ©nÃ©es,31000,France,Europe,1997-12-12,28.0,ferragus629074@gmail.com
629113,Male,Gill Mathieu,VERSAILLES,IL,Ãle-de-France,78000,France,Europe,1963-11-03,"""62""",gill629113@gmail.com
629413,Female,Agathe ParÃ©,TORCY,IL,Ãle-de-France,77200,France,Europe,2/21/1975,50.0,agathe629413@gmail.com
629572,Male,Leverett Mercier,LA CELLE-SAINT-CLOUD,IL,Ãle-de-France,78170,France,Europe,2/14/2000,25.0,629572_user@gmail
629651,Female,InÃ¨s Pitre,GRASSE,PA,Provence-Alpes-CÃ´te d'Azur,6130,France,Europe,25-05-1968,57.0,inÃ¨s629651@gmail.com
629819,Female,Antoinette Vertefeuille,BLAGNAC,MP,Midi-PyrÃ©nÃ©es,31700,France,Europe,2001-02-10,24.0,antoinette629819@gmail.com
630217,Female,Royale HÃ©tu,LOOS,NP,Nord-Pas-de-Calais,59120,France,Europe,10/08/1957,68.0,royale630217@gmail.com
630282,Male,Arthur Quinn,BLAGNAC,MP,Midi-PyrÃ©nÃ©es,31700,France,Europe,2/19/1995,30.0,arthur630282@gmail.com
630481,Female,Eleanor Batard,ORVAULT,PL,Pays de la Loire,44700,France,Europe,01/06/1978,,eleanor630481@gmail.com
631235,Female,Prunella Pirouet,VILLENEUVE-LA-GARENNE,IL,Ãle-de-France,92390,France,Europe,6/12/1959,66.0,prunella631235@gmail.com
631471,Female,Phillipa Maheu,PESSAC,AQ,Aquitaine,33600,France,Europe,03/01/1950,76.0,phillipa631471@gmail.com
631500,Female,Odelette Beaujolie,Orange,PA,Provence-Alpes-CÃ´te d'Azur,84100,France,Europe,10/25/1940,85.0,odelette631500@gmail.com
631557,Male,Javier D'Avis,BASTIA,CO,Corse,20600,France,Europe,24-04-1940,85.0,javier631557@gmail.com
631580,Male,Henri Henrichon,NOUMÃA,IL,Ãle-de-France,98800,France,Europe,3/23/1982,43.0,henri631580@gmail.com
631631,Female,Honore Lafond,ANGLET,AQ,Aquitaine,64600,France,Europe,10/5/1997,28.0,honore631631@gmail.com
631696,Female,ÃlÃ©onore Courtemanche,CHARTRES,CE,Centre,28000,France,Europe,04/01/1966,,Ã©lÃ©onore631696@gmail.com
632259,Female,Constance Perillard,LYON,RA,RhÃ´ne-Alpes,69002,France,Europe,1978-02-13,47.0,constance632259@gmail.com
632425,Female,NoÃ©mi Alexandre,GUYANCOURT,IL,Ãle-de-France,78280,France,Europe,7/15/1993,32.0,noÃ©mi632425@gmail.com
632448,Male,Quincy Savard,MULHOUSE,AL,Alsace,68200,France,Europe,18/02/1939,86.0,quincy632448@gmail.com
632482,Female,Victorine Ferland,DIEPPE,HN,Haute-Normandie,76200,France,Europe,3/15/1940,85.0,victorine632482@gmail.com
632575,Male,Audric CrÃªte,COLOMBES,IL,Ãle-de-France,92700,France,Europe,10/18/1959,66.0,audric632575@gmail.com
632584,Male,GrÃ©goire Robert,MONTIGNY-LÃS-METZ,LO,Lorraine,57158,France,Europe,28/10/1964,61.0,grÃ©goire632584@gmail.com
632752,Female,Fleur ParÃ©,RUEIL-MALMAISON,IL,Ãle-de-France,92500,France,Europe,12/30/1973,52.0,fleur632752@gmail.com
633008,Male,Royden Authier,TREMBLAY-EN-FRANCE,IL,Ãle-de-France,93290,France,Europe,1994-07-01,31.0,royden633008@gmail.com
633033,Female,Fayme Picard,PESSAC,AQ,Aquitaine,33600,France,Europe,10-12-1972,53.0,fayme633033@gmail.com
633039,Male,Rabican Deslauriers,VERTOU,PL,Pays de la Loire,44120,France,Europe,6/30/1971,"""54""",rabican633039@gmail.com
633263,Male,Leroy Drouin,COUDEKERQUE-BRANCHE,NP,Nord-Pas-de-Calais,59210,France,Europe,11/21/1972,53.0,leroy633263@gmail.com
633269,Male,Eliot Gingras,Paris,IL,Ãle-de-France,75020,France,Europe,30-01-1946,79.0,eliot633269@gmail.com
633328,Female,Heloise Charlesbois,STRASBOURG,AL,Alsace,67200,France,Europe,14/09/2000,"""25""",heloise633328@gmail.com
633348,Female,Juliette Gendron,SAINT-LOUIS,GY,Guyane,97450,France,Europe,4/12/1961,64.0,juliette633348@gmail.com
633448,Female,Orane VallÃ©e,CONFLANS-SAINTE-HONORINE,IL,Ãle-de-France,78700,France,Europe,11/12/1982,43.0,orane633448@gmail.com
633593,Female,Alphonsine St-Jacques,CHALON-SUR-SAÃNE,BO,Bourgogne,71100,France,Europe,6/28/1986,,alphonsine633593@gmail.com
633649,Male,Moore Mercier,AMIENS,PI,Picardie,80080,France,Europe,5/6/1937,88.0,moore633649@gmail.com
633738,Female,Roxanne St-Pierre,Paris,IL,Ãle-de-France,75015,France,Europe,26-10-1977,48.0,roxanne633738@gmail.com
633846,Female,Rachelle Richard,NICE,PA,Provence-Alpes-CÃ´te d'Azur,6300,France,Europe,29/06/1951,"""74""",rachelle633846@gmail.com
633904,Male,Maslin BossÃ©,SARREGUEMINES,LO,Lorraine,57200,France,Europe,1995-11-28,30.0,maslin633904@gmail.com
634198,Male,Brigliador Champagne,MEYZIEU,RA,RhÃ´ne-Alpes,69330,France,Europe,3/1/1980,45.0,brigliador634198@gmail.com
634294,Male,Eliot Batard,VILLENEUVE-D'ASCQ,NP,Nord-Pas-de-Calais,59491,France,Europe,1/12/1983,42.0,eliot634294@gmail.com
634317,Male,Marcel ChartrÃ©,MARSEILLE,PA,Provence-Alpes-CÃ´te d'Azur,13005,France,Europe,1/13/1970,"""55""",marcel634317@gmail.com
634686,Female,Manon Bourque,MARTIGUES,PA,Provence-Alpes-CÃ´te d'Azur,13500,France,Europe,1998-10-03,,manon634686@gmail.com
634713,Female,Vedette AngÃ©lil,Paris,IL,Ãle-de-France,75008,France,Europe,1981-02-19,44.0,vedette634713@gmail.com
634965,Female,ÃlÃ©onore Soucy,MENTON,PA,Provence-Alpes-CÃ´te d'Azur,6500,France,Europe,8/9/1958,67.0,Ã©lÃ©onore634965@gmail.com
635054,Male,Dexter Loiselle,MANTES-LA-JOLIE,IL,Ãle-de-France,78200,France,Europe,12/19/1958,67.0,dexter635054@gmail.com
635253,Male,Prewitt Norbert,MONTGERON,IL,Ãle-de-France,91230,France,Europe,1951-05-26,,
635391,Male,Martin AubÃ©,MONTREUIL,IL,Ãle-de-France,93100,France,Europe,1979-10-10,46.0,martin635391@gmail.com
635546,Male,Octave Brunelle,BASTIA,CO,Corse,20600,France,Europe,4/4/1951,74.0,octave635546@gmail.com
635602,Male,AimÃ© HervÃ©,CHOLET,PL,Pays de la Loire,49300,France,Europe,11/9/1947,78.0,aimÃ©635602@gmail.com
635651,Male,Jay Laforge,LE MANS,PL,Pays de la Loire,72000,France,Europe,1992-05-13,33.0,jay635651@gmail.com
635766,Male,David Sevier,Olivet,CE,Centre,45160,France,Europe,11/6/1961,64.0,david635766@gmail.com
635913,Female,Laetitia Casgrain,Vernon,HN,Haute-Normandie,27200,France,Europe,4/1/1935,90.0,laetitia635913@gmail.com
636035,Male,Loring Barrientos,MARSEILLE,PA,Provence-Alpes-CÃ´te d'Azur,13012,France,Europe,10/3/1948,77.0,loring636035@gmail.com
636104,Male,Wyatt Vaillancour,Paris,IL,Ãle-de-France,75116,France,Europe,11/7/1935,90.0,wyatt636104@gmail.com
636256,Female,Rachelle Chartier,CHATOU,IL,Ãle-de-France,78400,France,Europe,10/31/1980,45.0,rachelle636256@gmail.com
636266,Male,Royce Chauvet,LE PETIT-QUEVILLY,HN,Haute-Normandie,76140,France,Europe,13-03-1968,57.0,royce636266@gmail.com
636310,Female,Capucine BÃ©rubÃ©,OYONNAX,RA,RhÃ´ne-Alpes,1100,France,Europe,10/13/1954,71.0,capucine636310@gmail.com
636431,Male,ThÃ©odore Lacasse,ANNECY,RA,RhÃ´ne-Alpes,74000,France,Europe,14/01/2000,25.0,thÃ©odore636431@gmail.com
636517,Male,Alain RenÃ©,GRANDE-SYNTHE,NP,Nord-Pas-de-Calais,59760,France,Europe,1993-02-13,32.0,alain636517@gmail.com
636655,Female,Ninette LavallÃ©e,SAINT-JOSEPH,GY,Guyane,97480,France,Europe,6/24/1948,,ninette636655@gmail.com
636729,Female,Luce BÃ©land,WATTRELOS,NP,Nord-Pas-de-Calais,59150,France,Europe,9/22/1981,44.0,luce636729@gmail.com
637008,Female,Mavise Brunault,ROANNE,RA,RhÃ´ne-Alpes,42300,France,Europe,12/09/1942,"""83""",mavise637008@gmail.com
637629,Female,Fanette Boivin,CAVAILLON,PA,Provence-Alpes-CÃ´te d'Azur,84300,France,Europe,17-12-1972,53.0,fanette637629@gmail.com
637682,Male,Denis Chandonnet,RODEZ,MP,Midi-PyrÃ©nÃ©es,12000,France,Europe,25/07/1950,75.0,denis637682@gmail.com
637744,Male,Gabriel Lejeune,LIVRY-GARGAN,IL,Ãle-de-France,93190,France,Europe,5/17/1948,77.0,gabriel637744@gmail.com
637759,Female,Annette Daoust,LORIENT,BR,Bretagne,56100,France,Europe,5/13/1990,"""35""",annette637759@gmail.com
637824,Female,Margaux Brodeur,CHAMPIGNY-SUR-MARNE,IL,Ãle-de-France,94500,France,Europe,5/21/1940,85.0,margaux637824@gmail.com
637976,Male,Luc Dubois,LIMOGES,LI,Limousin,87000,France,Europe,1937-11-05,88.0,luc637976@gmail.com
638010,Male,Beltane Carignan,Bayonne,AQ,Aquitaine,64100,France,Europe,11/02/1973,52.0,beltane638010@gmail.com
638156,Female,Aceline Grandbois,MARSEILLE,PA,Provence-Alpes-CÃ´te d'Azur,13011,France,Europe,1994-02-06,31.0,aceline638156@gmail.com
638172,Male,Pinabel Dufour,Paris,IL,Ãle-de-France,75013,France,Europe,2/12/1942,83.0,pinabel638172@gmail.com
638283,Female,Linette Chalifour,TRAPPES,IL,Ãle-de-France,78190,France,Europe,1/11/1977,48.0,linette638283@gmail.com
638569,Male,Moore Bourassa,ERMONT,IL,Ãle-de-France,95120,France,Europe,02/11/1984,41.0,moore638569@gmail.com
638652,Female,Rosemarie LabossiÃ¨re,CLICHY,IL,Ãle-de-France,92110,France,Europe,02/10/1953,72.0,rosemarie638652@gmail.com
638661,Male,Burrell Goudreau,SAINT-MICHEL-SUR-ORGE,IL,Ãle-de-France,91240,France,Europe,9/16/1989,,burrell638661@gmail.com
638674,Female,Clementine Gendron,ROUEN,HN,Haute-Normandie,76000,France,Europe,24/07/1951,74.0,clementine638674@gmail.com
638759,Female,Alexandrin Patel,BEAUNE,BO,Bourgogne,21200,France,Europe,12/19/1966,59.0,alexandrin638759@gmail.com
639038,Female,Julienne Quessy,LYON,RA,RhÃ´ne-Alpes,69007,France,Europe,1979-08-29,46.0,julienne639038@gmail.com
639067,Male,Christian Lachapelle,TOURCOING,NP,Nord-Pas-de-Calais,59200,France,Europe,1952-08-12,73.0,christian639067@gmail.com
639072,Female,France Thibodeau,DENAIN,NP,Nord-Pas-de-Calais,59220,France,Europe,2/22/1939,86.0,france639072@gmail.com
639433,Female,Zara Thibodeau,LYON,RA,RhÃ´ne-Alpes,69007,France,Europe,14-03-1939,86.0,zara639433@gmail.com
639665,Female,Julienne Chenard,TOURNEFEUILLE,MP,Midi-PyrÃ©nÃ©es,31170,France,Europe,11-01-1969,56.0,julienne639665@gmail.com
639758,Female,NoÃ©mi Pitre,AUXERRE,BO,Bourgogne,89000,France,Europe,10-01-1980,45.0,noÃ©mi639758@gmail.com
639831,Female,Sabine Turgeon,ROUEN,HN,Haute-Normandie,76000,France,Europe,6/28/1980,45.0,sabine639831@gmail.com
639839,Female,Garland Loiselle,DIEPPE,HN,Haute-Normandie,76200,France,Europe,17/01/1960,65.0,garland639839@gmail.com
639956,Female,Belda Courtois,DRAGUIGNAN,PA,Provence-Alpes-CÃ´te d'Azur,83300,France,Europe,2/24/1947,78.0,belda639956@gmail.com
639966,Male,Thibaut Dagenais,NANTES,PL,Pays de la Loire,44200,France,Europe,1978-08-21,47.0,thibaut639966@gmail.com
639979,Male,Gano Pinneau,CAVAILLON,PA,Provence-Alpes-CÃ´te d'Azur,84300,France,Europe,7/23/1984,41.0,gano639979@gmail.com
640037,Male,Leverett Rocher,FORBACH,LO,Lorraine,57600,France,Europe,6/6/1982,,leverett640037@gmail.com
640210,Female,Juliette Dennis,MONTROUGE,IL,Ãle-de-France,92120,France,Europe,11/30/1941,84.0,juliette640210@gmail.com
640472,Female,Afrodille Provencher,CERGY,IL,Ãle-de-France,95800,France,Europe,1/4/1957,69.0,640472_user@invalid_domain
640746,Female,Dorene Marquis,CHÃLONS-EN-CHAMPAGNE,CA,Champagne-Ardenne,51000,France,Europe,9/11/1945,80.0,dorene640746@gmail.com
640851,Female,Mignonette Hughes,FORT-DE-FRANCE,MQ,Martinique,97234,France,Europe,11/28/1945,80.0,mignonette640851@gmail.com
640942,Male,Quennel Michel,RUEIL-MALMAISON,IL,Ãle-de-France,92500,France,Europe,8/24/1970,55.0,
640953,Female,Audrey Marquis,GRIGNY,IL,Ãle-de-France,91350,France,Europe,6/29/1938,87.0,audrey640953@gmail.com
641275,Female,ClÃ©mence Du Trieux,BELFORT,FC,Franche-ComtÃ©,90000,France,Europe,11/11/1985,40.0,clÃ©mence641275@gmail.com
641659,Female,Garland Proulx,VANNES,BR,Bretagne,56000,France,Europe,1981-09-10,,
641841,Male,Emmanuel Lemieux,DIJON,BO,Bourgogne,21000,France,Europe,8/2/1945,,emmanuel641841@gmail.com
641871,Female,Simone Bolduc,LE BOUSCAT,AQ,Aquitaine,33110,France,Europe,5/15/1973,52.0,simone641871@gmail.com
641997,Male,Mallory BÃ©rubÃ©,COUDEKERQUE-BRANCHE,NP,Nord-Pas-de-Calais,59210,France,Europe,12/18/1967,58.0,mallory641997@gmail.com
642418,Male,Bartlett Benoit,DEUIL-LA-BARRE,IL,Ãle-de-France,95170,France,Europe,1944-08-09,,bartlett642418@gmail.com
642546,Female,Anouk Dandonneau,Paris,IL,Ãle-de-France,75015,France,Europe,22-09-1965,60.0,anouk642546@gmail.com
642856,Female,Hilaire Pinette,COURBEVOIE,IL,Ãle-de-France,92400,France,Europe,4/24/1935,90.0,hilaire642856@gmail.com
642859,Male,Charlot Bonsaint,BIARRITZ,AQ,Aquitaine,64200,France,Europe,8/1/1997,28.0,charlot642859@gmail.com
642878,Female,Corette Turgeon,Bayonne,AQ,Aquitaine,64100,France,Europe,12/7/1954,,corette642878@gmail.com
643159,Female,Erembourg BÃ©land,LILLE,NP,Nord-Pas-de-Calais,59800,France,Europe,8/10/1961,64.0,erembourg643159@gmail.com
643186,Female,Nanna Bazin,LYON,RA,RhÃ´ne-Alpes,69008,France,Europe,1993-12-31,32.0,nanna643186@gmail.com
643248,Female,Laetitia Leduc,LA VARENNE-SAINT-HILAIRE,IL,Ãle-de-France,94210,France,Europe,09/06/1972,,laetitia643248@gmail.com
643261,Female,Agathe Durand,MONTREUIL,IL,Ãle-de-France,93100,France,Europe,5/28/1964,61.0,agathe643261@gmail.com
643400,Male,Eustache Plante,NOISY-LE-GRAND,IL,Ãle-de-France,93160,France,Europe,06/03/1971,54.0,eustache643400@gmail.com
643461,Male,Ferrau Chatigny,Olivet,CE,Centre,45160,France,Europe,4/10/1961,"""64""",ferrau643461@gmail.com
643526,Male,Raymond Gougeon,PERPIGNAN,LN,Languedoc-Roussillon,66000,France,Europe,1965-12-03,,raymond643526@gmail.com
643597,Male,Pinabel Martel,OULLINS,RA,RhÃ´ne-Alpes,69600,France,Europe,7/1/1943,82.0,pinabel643597@gmail.com
643624,Female,Cammile Devost,ANNEMASSE,RA,RhÃ´ne-Alpes,74100,France,Europe,6/7/1945,80.0,cammile643624@gmail.com
643628,Female,Minette Authier,BÃTHUNE,NP,Nord-Pas-de-Calais,62400,France,Europe,5/19/1959,66.0,minette643628@gmail.com
643711,Male,Quincy Bernard,RUEIL-MALMAISON,IL,Ãle-de-France,92500,France,Europe,3/24/1949,76.0,quincy643711@gmail.com
643744,Female,Laurene LÃ©picier,ORLY,IL,Ãle-de-France,94310,France,Europe,1958-08-07,67.0,laurene643744@gmail.com
644237,Male,Arber Simard,CHELLES,IL,Ãle-de-France,77500,France,Europe,22/08/1969,"""56""",arber644237@gmail.com
644560,Female,ThÃ©rÃ¨se Deblois,TOULOUSE,MP,Midi-PyrÃ©nÃ©es,31200,France,Europe,7/10/1956,69.0,thÃ©rÃ¨se644560@gmail.com
644729,Male,Pryor LalibertÃ©,BAIE-MAHAULT,GD,Guadeloupe,97122,France,Europe,1962-11-30,63.0,
644763,Female,Carole Robillard,RENNES,BR,Bretagne,35700,France,Europe,1941-04-11,84.0,carole644763@gmail.com
644807,Female,Arianne Deschamps,ALFORTVILLE,IL,Ãle-de-France,94140,France,Europe,1973-12-15,52.0,arianne644807@gmail.com
644830,Male,Vail HachÃ©e,Paris,IL,Ãle-de-France,75008,France,Europe,7/29/1949,76.0,vail644830@gmail.com
645350,Female,Methena Boisclair,CANNES,PA,Provence-Alpes-CÃ´te d'Azur,6400,France,Europe,9/13/1963,62.0,methena645350@gmail.com
645472,Female,Orlene Tanguay,TOURNEFEUILLE,MP,Midi-PyrÃ©nÃ©es,31170,France,Europe,12/27/1987,,orlene645472@gmail.com
645487,Male,Arnaud Houle,MARSEILLE,PA,Provence-Alpes-CÃ´te d'Azur,13003,France,Europe,23-08-1964,"""61""",arnaud645487@gmail.com
645495,Female,Dorene Doyon,AIX-EN-PROVENCE,PA,Provence-Alpes-CÃ´te d'Azur,13090,France,Europe,9/16/1935,90.0,dorene645495@gmail.com
645673,Female,Laurette Plouffe,FRESNES,IL,Ãle-de-France,94260,France,Europe,3/30/1965,60.0,laurette645673@gmail.com
646010,Female,Morgana Lanctot,MANTES-LA-JOLIE,IL,Ãle-de-France,78200,France,Europe,05/06/1960,"""65""",morgana646010@gmail.com
646248,Male,Armand Tardif,SCHILTIGHEIM,AL,Alsace,67300,France,Europe,12/03/1953,72.0,armand646248@gmail.com
646301,Female,Rosemarie Boivin,BRIVE-LA-GAILLARDE,LI,Limousin,19100,France,Europe,7/27/1997,"""28""",rosemarie646301@gmail.com
646341,Female,Susanne Dagenais,SAINT-OUEN,IL,Ãle-de-France,93400,France,Europe,11/5/1936,89.0,susanne646341@gmail.com
646476,Male,Bruno Bouvier,MANOSQUE,PA,Provence-Alpes-CÃ´te d'Azur,4100,France,Europe,11/12/1982,43.0,bruno646476@gmail.com
646871,Male,Zerbino Cliche,VILLENEUVE-SUR-LOT,AQ,Aquitaine,47300,France,Europe,7/23/1974,51.0,zerbino646871@gmail.com
647019,Male,Dexter LefÃ¨bvre,CACHAN,IL,Ãle-de-France,94230,France,Europe,9/11/1989,"""36""",dexter647019@gmail.com
647154,Female,Cerise Bellefeuille,VIERZON,CE,Centre,18100,France,Europe,6/29/1976,49.0,cerise647154@gmail.com
647425,Female,Laurence LÃ©veillÃ©,L'HAÂ-LES-ROSES,IL,Ãle-de-France,94240,France,Europe,1/11/1942,,laurence647425@gmail.com
647509,Female,Christelle Baron,SEDAN,CA,Champagne-Ardenne,8200,France,Europe,1/14/1951,74.0,christelle647509@gmail.com
647622,Female,Melodie Berthiaume,CANNES,PA,Provence-Alpes-CÃ´te d'Azur,6400,France,Europe,1989-05-04,36.0,melodie647622@gmail.com
647665,Male,Garland Mazuret,Paris,IL,Ãle-de-France,75001,France,Europe,09-03-1935,90.0,647665_user@ gmail.com
647743,Female,Camille LagacÃ©,CENON,AQ,Aquitaine,33150,France,Europe,12/22/1975,,
648006,Female,Simone Bouvier,Orange,PA,Provence-Alpes-CÃ´te d'Azur,84100,France,Europe,1982-01-31,43.0,simone648006@gmail.com
648080,Male,Alain Jobin,POITIERS,PC,Poitou-Charentes,86000,France,Europe,5/30/1995,30.0,648080_user@gmail
648370,Male,Leroy HÃ©tu,LAMBERSART,NP,Nord-Pas-de-Calais,59130,France,Europe,29-05-1965,"""60""",leroy648370@gmail.com
648385,Female,Nathalie Dandonneau,VILLENEUVE-LA-GARENNE,IL,Ãle-de-France,92390,France,Europe,1954-04-29,,nathalie648385@gmail.com
648664,Male,Thomas Chenard,NOGENT-SUR-MARNE,IL,Ãle-de-France,94130,France,Europe,22-08-1944,81.0,648664_user@gmail
648749,Male,Kerman HervÃ©,VALENCIENNES,NP,Nord-Pas-de-Calais,59300,France,Europe,12/6/1983,,kerman648749@gmail.com
648856,Male,Auguste Sabourin,SAINT-JOSEPH,GY,Guyane,97480,France,Europe,22/02/1987,38.0,auguste648856@gmail.com
648911,Female,Fifine Reault,LES ABYMES,GD,Guadeloupe,97139,France,Europe,19-07-1948,77.0,fifine648911@gmail.com
648966,Male,Tabor de Brisay,RILLIEUX-LA-PAPE,RA,RhÃ´ne-Alpes,69140,France,Europe,12/9/1952,73.0,tabor648966@gmail.com
649018,Female,Cammile Aubin,DRAVEIL,IL,Ãle-de-France,91210,France,Europe,12-11-1940,85.0,649018_user@domain..com
649098,Male,Auguste Frappier,CERGY,IL,Ãle-de-France,95000,France,Europe,1978-01-09,47.0,649098_user@invalid_domain
649267,Male,Rabican Allain,CROIX,NP,Nord-Pas-de-Calais,59170,France,Europe,06/01/1943,83.0,rabican649267@gmail.com
649370,Female,Dixie Brasseur,SURESNES,IL,Ãle-de-France,92150,France,Europe,14-02-2000,25.0,dixie649370@gmail.com
649475,Male,Loring Lejeune,SÃVRES,IL,Ãle-de-France,92310,France,Europe,09/02/1983,42.0,loring649475@gmail.com
649515,Male,Gilbert Tardif,SARREGUEMINES,LO,Lorraine,57200,France,Europe,18/06/1955,70.0,gilbert649515@gmail.com
649641,Female,Aubine Gareau,TOURS,CE,Centre,37000,France,Europe,02-12-1954,71.0,aubine649641@gmail.com
650219,Female,Eugenia Pelchat,TALENCE,AQ,Aquitaine,33400,France,Europe,05-11-1937,88.0,eugenia650219@gmail.com
650695,Male,Gifford Tollmache,ÃVREUX,HN,Haute-Normandie,27000,France,Europe,5/24/1978,47.0,gifford650695@gmail.com
650789,Female,Madeleine Chnadonnet,CHÃTELLERAULT,PC,Poitou-Charentes,86100,France,Europe,12/17/1935,90.0,madeleine650789@gmail.com
650854,Female,Madelene Charbonneau,Paris,IL,Ãle-de-France,75017,France,Europe,7/14/2000,25.0,madelene650854@gmail.com
650898,Female,Brunella LespÃ©rance,ANGERS,PL,Pays de la Loire,49000,France,Europe,1/6/1981,45.0,brunella650898@gmail.com
651118,Male,Somer Leblanc,MONS-EN-BAROEUL,NP,Nord-Pas-de-Calais,59370,France,Europe,13/06/1980,45.0,somer651118@gmail.com
651125,Male,Rabican Beaulac,CHAMBÃRY,RA,RhÃ´ne-Alpes,73000,France,Europe,1/6/1959,67.0,rabican651125@gmail.com
651145,Male,Roger Ruel,STRASBOURG,AL,Alsace,67200,France,Europe,30/11/1963,62.0,roger651145@gmail.com
651347,Female,Estelle Morin,DZAOUDZI,MY,Mayotte,97610,France,Europe,3/29/1961,64.0,estelle651347@gmail.com
651518,Male,Geoffrey Gadbois,SÃVRES,IL,Ãle-de-France,92310,France,Europe,1971-03-17,54.0,geoffrey651518@gmail.com
651767,Male,Aloin Dandonneau,NOGENT-SUR-MARNE,IL,Ãle-de-France,94130,France,Europe,1950-12-13,75.0,aloin651767@gmail.com
651996,Male,Dominic Garcia,CHARENTON-LE-PONT,IL,Ãle-de-France,94220,France,Europe,20-04-1980,"""45""",dominic651996@gmail.com
652114,Female,Madelene Champagne,REZÃ,PL,Pays de la Loire,44400,France,Europe,1979-07-05,46.0,madelene652114@gmail.com
652486,Female,Annette Leclerc,SCHILTIGHEIM,AL,Alsace,67300,France,Europe,7/21/1990,"""35""",annette652486@gmail.com
652496,Male,Joseph Marchesseault,VILLENEUVE-D'ASCQ,NP,Nord-Pas-de-Calais,59491,France,Europe,1/13/1945,80.0,joseph652496@gmail.com
652645,Female,Agate Baron,MONTFERMEIL,IL,Ãle-de-France,93370,France,Europe,1944-05-09,81.0,agate652645@gmail.com
652732,Male,Loyal Fouquet,NICE,PA,Provence-Alpes-CÃ´te d'Azur,6100,France,Europe,11/7/1954,,loyal652732@gmail.com
652959,Male,Aymon Gervais,TOULON,PA,Provence-Alpes-CÃ´te d'Azur,83000,France,Europe,5/26/1993,32.0,
653188,Male,Romain Clavet,ANNEMASSE,RA,RhÃ´ne-Alpes,74100,France,Europe,23/11/1947,78.0,romain653188@gmail.com
653941,Male,Georges Bisson,VERDUN,LO,Lorraine,55100,France,Europe,10/16/1937,88.0,
653971,Female,Louise CrÃªte,LE CHESNAY,IL,Ãle-de-France,78150,France,Europe,12/6/1982,"""43""",louise653971@gmail.com
654027,Male,Alexandre Brian,SURESNES,IL,Ãle-de-France,92150,France,Europe,8/31/1961,64.0,alexandre654027@gmail.com
654092,Male,Algernon Auberjonois,AUXERRE,BO,Bourgogne,89000,France,Europe,8/4/1980,,algernon654092@gmail.com
654459,Female,Annot Desforges,BOULOGNE-SUR-MER,NP,Nord-Pas-de-Calais,62200,France,Europe,6/15/1979,46.0,annot654459@gmail.com
654485,Female,Morgana Achin,AIX-EN-PROVENCE,PA,Provence-Alpes-CÃ´te d'Azur,13100,France,Europe,1974-05-20,51.0,morgana654485@gmail.com
654572,Male,Channing RenÃ©,EAUBONNE,IL,Ãle-de-France,95600,France,Europe,2/22/2001,24.0,channing654572@gmail.com
654658,Female,Royale Chalut,FRÃJUS,PA,Provence-Alpes-CÃ´te d'Azur,83600,France,Europe,5/7/1986,39.0,royale654658@gmail.com
654908,Male,Fletcher Charette,VILLENEUVE-D'ASCQ,NP,Nord-Pas-de-Calais,59650,France,Europe,3/17/1985,40.0,fletcher654908@gmail.com
655010,Male,Senior Lauzier,BASSE-TERRE,GD,Guadeloupe,97100,France,Europe,05-01-1992,,senior655010@gmail.com
655272,Female,PÃ©nÃ©lope Richer,LA CELLE-SAINT-CLOUD,IL,Ãle-de-France,78170,France,Europe,04-02-1985,"""40""",pÃ©nÃ©lope655272@gmail.com
655432,Female,Astrid Boisvert,LA GARDE,PA,Provence-Alpes-CÃ´te d'Azur,83130,France,Europe,4/12/1951,74.0,astrid655432@gmail.com
655495,Male,Quincy LaCaille,FORT-DE-FRANCE,MQ,Martinique,97200,France,Europe,7/14/1939,"""86""",
655922,Male,Raoul Brasseur,LOOS,NP,Nord-Pas-de-Calais,59120,France,Europe,2/27/1938,87.0,raoul655922@gmail.com
655976,Male,Adrien Rocher,BOURGOIN-JALLIEU,RA,RhÃ´ne-Alpes,38300,France,Europe,06/03/1988,37.0,adrien655976@gmail.com
656319,Male,Jean Bisaillon,COLOMIERS,MP,Midi-PyrÃ©nÃ©es,31770,France,Europe,11/07/1975,50.0,jean656319@gmail.com
656331,Female,Capucine Lajeunesse,MARSEILLE,PA,Provence-Alpes-CÃ´te d'Azur,13013,France,Europe,5/7/1989,36.0,capucine656331@gmail.com
656353,Male,Curtis Sirois,RENNES,BR,Bretagne,35700,France,Europe,23-05-1999,26.0,curtis656353@gmail.com
656387,Male,Lothair D'AubignÃ©,MENTON,PA,Provence-Alpes-CÃ´te d'Azur,6500,France,Europe,1/23/1966,59.0,lothair656387@gmail.com
656569,Female,Alita Laforge,RENNES,BR,Bretagne,35000,France,Europe,1991-12-23,34.0,alita656569@gmail.com
656633,Female,Edmee Chouinard,Paris,IL,Ãle-de-France,75005,France,Europe,8/18/2000,25.0,edmee656633@gmail.com
656637,Female,Emmeline Garnier,MONT-DE-MARSAN,AQ,Aquitaine,40000,France,Europe,1954-01-31,71.0,emmeline656637@gmail.com
656712,Female,Pensee Coudert,MIRAMAS,PA,Provence-Alpes-CÃ´te d'Azur,13140,France,Europe,2/15/1978,47.0,pensee656712@gmail.com
657271,Male,Ogier Bler,LANESTER,BR,Bretagne,56600,France,Europe,3/4/1945,80.0,ogier657271@gmail.com
